,transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
773859,1-102-2016-6649,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,02-06-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,435,الحبيه الرابعة,Al Hebiah Fourth,جيوفاني بوتيك سويتس,Giovanni Boutique Suites,531.0,جيوفاني بوتيك,GIOVANNI BOUTIQUE,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,1,97.55,1090000.0,11173.76,,,1.0,1.0,0.0
306262,2-13-2007-2284,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,10-12-2007,4,فيلا,Villa,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,,,,,,Meadows 5,السهول 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,,,0,547.66,2500000.0,4564.88,,,1.0,1.0,0.0
302674,1-11-2022-10555,11,1,مبايعات,Sales,بيع,Sell,19-05-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,إم بي إل ريزيدنس,MBL RESIDENCE,1934.0,إم بي إل ريزيدينس,MBL RESIDENCE,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,73.02,1150000.0,15749.11,,,2.0,2.0,0.0
483558,1-102-2007-33995,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-04-2010,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,0,على الخارطة,Off-Plan Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,,,1480.0,ويستار ليس كاستلتس,WESTAR LES CASTELETS,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,0,320.54,2320657.0,7239.84,,,1.0,2.0,0.0
236370,1-11-2022-2771,11,1,مبايعات,Sales,بيع,Sell,15-02-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,لينكولن بارك - شيفلد,Lincoln Park- Sheffield,1443.0,لينكولن بارك (شيفيلد),LINCOLN PARK (SHEFFIELD),Arjan,أرجان,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,استوديو,Studio,1,46.01,230000.0,4998.91,,,1.0,1.0,0.0
596107,1-102-2022-41045,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,09-12-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,467,وادي الصفا 5,Wadi Al Safa 5,تايم 1,Time 1,1973.0,تايم 1 ,Time 1,Residential Complex,ريزيدينتشل كموبليكس,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,36.58,339000.0,9267.36,,,1.0,1.0,0.0
637263,1-11-2020-10987,11,1,مبايعات,Sales,بيع,Sell,23-11-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,برج الكونكورد 1,CONCORDE TOWER 1,883.0, كونكورد تاور,CONCORDE TOWER,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,133.08,850000.0,6387.14,,,1.0,1.0,0.0
638447,1-11-2007-200422,11,1,مبايعات,Sales,بيع,Sell,10-09-2007,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,المرجان 6,Murjan 6,,,,Jumeriah Beach Residence  - JBR,جميرا بيتش ريزيدنس  - الجيه بي آر ,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,129.72,550000.0,4239.9,,,1.0,1.0,0.0
629346,1-110-2009-202773,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,09-11-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,اورورا W1,AURORA W1,,,,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,139.08,1660888.0,11941.96,,,2.0,2.0,2.0
886273,1-11-2023-17808,11,1,مبايعات,Sales,بيع,Sell,07-06-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,بريفه باي  داماك (ايه),PRIVE BY DAMAC (A),1371.0,بريف من داماك,PRIVE BY DAMAC,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,استوديو,Studio,1,43.79,1050000.0,23978.08,,,1.0,1.0,0.0
972727,2-810-2016-221,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,25-04-2016,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,بلاتنيوم تاور,PLATINUM TOWER,505.0,برج بلاتينيوم,PLATINUM TOWER,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,مكتب,Office,1,106.96,897000.0,8386.31,,,1.0,1.0,0.0
346722,1-11-2019-3601,11,1,مبايعات,Sales,بيع,Sell,15-04-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,464,وادي الصفا 2,Wadi Al Safa 2,مزايا 6,MAZAYA 6,1190.0,كيو بوينت ليوان -PLOT R009,QPOINT LIWAN-PLOT R009,Liwan,ليوان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,151.59,800000.0,5277.39,,,1.0,1.0,0.0
810184,1-102-2022-42774,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,21-12-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,350,الثنيه الخامسة,Al Thanyah Fifth,إم بي إل رويال,MBL Royal,2410.0,إم بي إل رويال,MBL Royal,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,82.17,1465188.0,17831.18,,,1.0,1.0,0.0
1000361,1-11-2010-12222,11,1,مبايعات,Sales,بيع,Sell,09-08-2010,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,ليك بوينت ان 2,Lakepoint N2,,,,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,79.06,547619.0,6926.63,,,1.0,1.0,0.0
12461,2-13-2020-8770,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04-11-2020,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,507,اليلايس 2,Al Yelayiss 2,,,1823.0,نور تاون هاوس,NOOR TOWNHOUSES,TOWN SQUARE,تاون سكوير,,,,,,,أربع غرف,4 B/R,0,317.21,1160000.0,3656.88,,,1.0,1.0,0.0
1040368,1-11-2022-27484,11,1,مبايعات,Sales,بيع,Sell,04-11-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,جولد كريست فيوز,Goldcrest Views,,,,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,برج العرب,Burj Al Arab,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,استوديو,Studio,1,42.32,540000.0,12759.92,,,2.0,1.0,0.0
201004,2-13-2018-8048,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,16-10-2018,1,أرض,Land,,,,أخرى,Other,1,العقارات القائمة,Existing Properties,399,العوير الثانية,Al Aweer Second,,,,,,,,,,,,,,,,0,1393.54,1497000.0,1074.24,,,1.0,1.0,0.0
148546,1-102-2014-12952,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-10-2014,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,VIDA RESIDENCE DOWNTOWN,VIDA RESIDENCE DOWNTOWN,1404.0,فيدا رزيدنس وسط مدينة دبي,VIDA RESIDENCE DOWNTOWN DUBAI,Burj Khalifa,برج خليفة,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,129.04,3504888.0,27161.25,,,1.0,1.0,0.0
599792,1-102-2006-9030,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,28-07-2009,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,350,الثنيه الخامسة,Al Thanyah Fifth,دبي ستار,Dubai Star,102.0,دبي ستار,DUBAI STAR,Jumeirah Islands,جزر جميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,,,1,85.17,840000.0,9862.63,,,1.0,1.0,0.0
108589,1-41-2023-4227,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,28-02-2023,3,وحدة,Unit,112.0,غرفة فندقية,Hotel Rooms,ضيافة,Hospitality ,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,فندق سكاي باي,SKY BAY HOTEL,1909.0,فندق سكاي باي,SKY BAY HOTEL,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,استوديو,Studio,1,38.36,1495000.0,38972.89,,,1.0,1.0,0.0
1020796,2-13-1995-10,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,09-08-1999,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,277,القوز,Al Qoaz,,,,,,,,,,,,,,,,0,594.58,250000.0,420.46,,,1.0,1.0,0.0
8304,1-11-2021-10463,11,1,مبايعات,Sales,بيع,Sell,21-06-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,فايف في بالم جميرا دبي,FIVE AT PALM JUMEIRAH DUBAI,1344.0,مساكن فيسروى للفنادق والمنتجعات,VICEROY HOTEL RESORTS RESIDENCES,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,نخلة جميرا,Palm Jumeirah,مارينا مول,Marina Mall,غرفة,1 B/R,1,112.93,2400000.0,21252.1,,,1.0,1.0,0.0
292616,1-102-2022-20586,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-07-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,447,الخيران الأولى,Al Khairan First,أوركيد في شاطئ الخور المبنى 2,Orchid at Creek Beach Building 2,2383.0,شاطئ الخور - اوركيد,Creek Beach - Orchid,The Lagoons,الخيران,مطار دبي الدولي,Dubai International Airport,محطة مترو الخور,Creek Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,1,61.92,1172888.0,18941.99,,,1.0,1.0,0.0
1071525,1-102-2007-14766,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,01-02-2010,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,526,الخليج التجارى,Business Bay,ابراج تشرشل 1- تجاري,Churchill Tower 1-Commercial,1178.0, تشرشل تاور,CHURCHILL TOWER,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,مكتب,Office,1,81.0,1083896.0,13381.43,,,1.0,1.0,0.0
142282,1-102-2022-32288,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,18-10-2022,3,وحدة,Unit,112.0,غرفة فندقية,Hotel Rooms,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,Ciel,Ciel,1740.0,سيل,Ciel,,,برج العرب,Burj Al Arab,مينا السياحي,Mina Seyahi,مارينا مول,Marina Mall,استوديو,Studio,0,37.0,2500000.0,67567.57,,,1.0,1.0,0.0
452478,1-102-2018-11322,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,13-08-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,جينسيس,Genesis,2044.0,جينسيس,GENESIS,Arjan,أرجان,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,استوديو,Studio,1,45.48,474856.0,10440.99,,,1.0,1.0,0.0
557870,1-11-2013-35651,11,1,مبايعات,Sales,بيع,Sell,07-11-2013,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,جميرا بزنس سنتر1,JUMEIRAH BUSINESS CENTRE 1,9.0,جميرا بزنس سنتر 1,JUMEIRAH BUSINESS CENTRE1,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,مكتب,Office,1,239.94,1746020.0,7276.9,,,1.0,1.0,0.0
664131,1-102-2017-16299,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,14-08-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,La Riviera Apartments,La Riviera Apartments,1809.0,لاريفيرا ابارتمينتس,La-Riviera Apartments,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,غرفة,1 B/R,1,77.08,655000.0,8497.66,,,1.0,1.0,0.0
942904,1-11-2023-11263,11,1,مبايعات,Sales,بيع,Sell,17-04-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,شمس 1,Shams 1,,,,Jumeriah Beach Residence  - JBR,جميرا بيتش ريزيدنس  - الجيه بي آر ,برج العرب,Burj Al Arab,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,127.81,2425000.0,18973.48,,,1.0,1.0,0.0
64183,1-11-2023-10346,11,1,مبايعات,Sales,بيع,Sell,07-04-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,485,معيصم الأول,Me'Aisem First,لاجو فيستا-سي,LAGO VISTA-C,439.0,لاغو فيستا,LAGO VISTA,International Media Production Zone,المنطقة العالمية للإنتاج الإعلامي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفة,1 B/R,1,92.9,540298.0,5815.91,,,1.0,2.0,0.0
519009,1-11-2021-3954,11,1,مبايعات,Sales,بيع,Sell,11-03-2021,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,507,اليلايس 2,Al Yelayiss 2,,,1936.0,نسيم تاون هاوس ,NASEEM TOWNHOUSES,TOWN SQUARE,تاون سكوير,,,,,,,ثلاث غرف,3 B/R,0,188.04,1450000.0,7711.13,,,1.0,1.0,0.0
556425,1-11-2014-27156,11,1,مبايعات,Sales,بيع,Sell,15-12-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,روفي جاردنز,RUFI GARDENS,278.0,روفي جاردن,RUFI GARDENS,International City Phase 1,المدينة العالمية - المرحلة الاولى,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفتين,2 B/R,1,113.46,812250.0,7158.91,,,1.0,1.0,0.0
607941,1-102-2022-13297,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,24-05-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,364,الوصل,Al Wasl,قنال فرونت 2,CF 2,2315.0,قنال فرونت ريزيدنسز  CF1 و CF2  ,Canal Front Residences CF1 & CF2,,,برج خليفة,Burj Khalifa,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,غرفة,1 B/R,1,85.36,1399800.0,16398.78,,,1.0,1.0,0.0
